Nom,Code
 ZAPATA           ,KT86
 BEAVER           ,KU52
 BLANDING         ,K4BL
 BLANDING         ,KBDG
 BONNEVILLE       ,KBVL
 BRIGHAM CITY     ,KBMC
 BRYCE CANYON     ,KBCE
 BULLFROG(AWRS)   ,KU17
 CEDAR CITY/88D   ,KICX
 CEDAR CITY       ,KCDC
 DELTA            ,KDTA
 DELTA            ,KU24
 DUCHESNE         ,KU69
 DUGWAY PRVG GROU ,KDPG
 EAGLE RANGE      ,    
 EAGLE RANGE      ,KU16
 ELDER COUNTY/SLC ,KMTX
 GREEN RIVER RANG ,KU28
 HANKSVILLE       ,K4HV
 HANKSVILLE       ,KHVE
 HEBER/RUSS MCDON ,K36U
 HEBER/RUSS MCDON ,KHCR
 HILL AFB/OGDEN   ,KHIF
 JOSEPH           ,K7LI
 KANAB            ,KKNB
 LOGAN            ,KLGU
 MANILA           ,K40U
 MANTI-EPHRAIM    ,K41U
 MILFORD          ,KMLF
 MOAB             ,KCNY
 MYTON            ,KMTU
 OGDEN            ,KOGD
 PANGUITCH        ,KU55
 PRICE            ,KPUC
 PROVO MUNI       ,KPVU
 ROOSEVELT        ,K74V
 ROOSEVELT        ,KU67
 SAINT GEORGE     ,KDXZ
 SAINT GEORGE     ,KSGU
 SALT LAKE/ARTCC  ,KZLC
 SALT LAKE CITY   ,KSLC
 SALT LAKE MUNI   ,KU42
 SLC RFC=KSLR     ,    
 SPANISH FORK     ,KSPK
 TOOELE           ,KT62
 TOOELE           ,KTVY
 VERNAL           ,KVEL
 WENDOVER (AUT)   ,KENV
 ABINGDON         ,KVJI
 BLACKSBURG/VA T. ,KBCB
 BLACKSTONE/FORT  ,KBKT
 BRIDGEWATER      ,KVBW
 BROOKNEAL        ,K0V4
 BUMPASS          ,K7W4
 CASSANOVA VOR    ,KCSN
 CHARLOTTESVILLE  ,KCHO
 CHASE CITY       ,KCXE
 CHESAPEAKE       ,KCPK
 CLARKSVILLE      ,KW63
 CREWE            ,KW81
 CULPEPER         ,KCJR
 DANVILLE         ,KDAN
 DUBLIN/NEW RIV   ,KPSK
 EMPORIA          ,KEMV
 FARMVILLE        ,KFVX
 FENTRESS NAVAL   ,KNFE
 FORT BELVOIR/DAV ,KDAA
 FRANKLIN/J B ROS ,KFKN
 FREDERICKSB/SHAN ,KEZF
 FRONT ROYAL      ,KFRR
 FT EUSTIS/FELKER ,KFAF
 GORDONSVILLE     ,KGVE
 HILLSVILLE/GALAX ,KHLX
 HOT SPRINGS/INGA ,KHSP
 JONESVILLE       ,K0VG
 KENBRIDGE        ,KW31
 LANGLEY AFB/HAMP ,KLFI
 LAWRENCEVILLE    ,KLVL
 LEESBURG/GODFREY ,KJYO
 LOUISA           ,KLKU
 LURAY            ,KLUA
 LURAY            ,KW45
 LYNCHBURG        ,KLYH
 MANASSAS MUNI    ,KHEF
 MARION / WYTHEVI ,KMKJ
 MARTINSVILLE     ,KMTV
 MELFA/ACCOMACK   ,KMFV
 NEW MARKET       ,K8W2
 NEWPORT NEWS     ,KPHF
 NORFOLK/HAMPTON  ,KPVG
 NORFOLK          ,KORF
 NORFOLK NAS/CHAM ,KNGU
 NORFOLK/WAKEFLD  ,KAKQ
 OCEANA NAS/SOUCE ,KNTU
 ORANGE           ,KOMH
 PETERSBURG       ,KPTB
 QUANTICO MCAF    ,KNYG
 QUINTON          ,KW96
 RICHLANDS        ,K6V3
 RICHLANDS        ,KJFZ
 RICHMOND/CHESTER ,KFCI
 RICHMOND/HANOVER ,KOFP
 RICHMOND         ,KRIC
 ROANOKE/BLACKSBG ,KRNK
 ROANOKE/FLOYD CY ,KFCX
 ROANOKE          ,KROA
 SALUDA           ,KW75
 SOUTH BOSTON     ,KW78
 SOUTH HILL/MECKL ,KAVC
 STAFFORD REGNL   ,KRMN
 STAUNTON/SHENAND ,KSHD
 STERLING         ,KLWX
 SUFFOLK          ,KSFQ
 TANGIER ISLAND   ,KTGI
 TAPPAHANNOCK     ,KXSA
 VOLENS           ,KVQN
 WALLOPS ISLAND   ,KWAL
 WARRENTON        ,KHWY
 WARRENTON        ,KW66
 WASH DC/DULLES   ,KIAD
 WAYNESBORO       ,KW13
 WEST POINT       ,KFYJ
 WILLIAMSBURG     ,KJGG
 WILLIAMSBURG     ,KW94
 WINCHESTER RGNL  ,KOKV
 WISE/LONESOME PI ,KLNP
 BALL MOUNTAIN    ,K8B3
 BENNINGTON       ,K5B5
 BENNINGTON       ,KDDH
 BURLINGTON       ,KBTV
 CANAAN           ,KVT1
 COLCHESTER/88D   ,KCXX
 HIGHGATE         ,KFSO
 JAY PEAK         ,KJAY
 LYNDONVILLE      ,K6B8
 LYNDONVILLE      ,KCDA
 MIDDLEBURY       ,K6B0
 MONTPELIER/BARRE ,KMPV
 MORRISVILLE      ,KMVL
 NEWPORT STATE    ,KEFK
 POWNAL           ,KPOW
 RUTLAND STATE    ,KRUT
 SOUTH LINCOLN    ,KSOL
 SPRINGFIELD      ,KVSF
 ST. JOHNSBURY    ,K1V4
 WEST BURKE       ,KVT2
 WEST DOVER       ,KWDO
 WILMINGTON       ,KMNW
 ARLINGTON MUNI   ,KAWO
 BELLINGHAM       ,KBLI
 BREMERTON NTNL   ,KPWT
 BURLINGTON/MT V  ,K75S
 BURLINGTON/MT V  ,KBVS
 CHEHALIS CENTRAL ,KCLS
 COLVILLE         ,K63S
 COLVILLE MUNICIP ,KCQV
 DEER PARK        ,K07S
 DEER PARK        ,KDEW
 DESTRUCTION ISL  ,    
 EASTSOUND/ORCAS  ,KORS
 ELLENSBURG       ,KELN
 EPHRATA          ,KEPH
 EVERETT          ,KPAE
 FAIRCHILD AFB    ,KSKA
 FORT LEWIS/GRAY  ,KGRF
 FRIDAY HARBOR    ,KFHR
 GRAYS HARBOR     ,KLGX
 HANFORD          ,KHMS
 HOQUIAM          ,KHQM
 KELSO LONGVEIW   ,KKLS
 METHOW VALLEY    ,KS52
 MOSES LAKE       ,KMWH
 OAK HARBOR AIRPA ,K76S
 OAK HARBOR AIRPA ,KOKH
 OLYMPIA          ,KOLM
 OMAK             ,KOMK
 PASCO            ,KPSC
 PEARSON/VANCOUVR ,K60S
 PORT ANGELES CGA ,KNOW
 PORT ANGELES     ,KCLM
 PORT TOWNSEND    ,K0S9
 PULLMAN/MOSCOW   ,KPUW
 PUYALLUP/THUN    ,KPLU
 QUILLAYUTE       ,KUIL
 RENTON           ,KRNT
 RICHLAND         ,KRLD
 SEATTLE/ARTCC    ,KZSE
 SEATTLE/BOEING   ,KBFI
 SEATTLE/CAMANO I ,KATX
 SEATTLE/METRO    ,KSEA
 SEATTLE/WFO      ,KSEW
 SHELTON          ,KSHN
 SMITH ISLAND     ,    
 SPOKANE/FELTS    ,KSFF
 SPOKANE          ,KOTX
 SPOKANE/METRO    ,KGEG
 STAMPEDE PASS    ,KSMP
 SUNNYSIDE        ,K1S5
 TACOMA           ,KTIW
 TACOMA/MC CHORD  ,KTCM
 TATOOSH/VOR      ,KTOU
 TOLEDO WINLOCK M ,KTDO
 VANCOUVER        ,KVUO
 WALLA WALLA      ,KALW
 WENATCHEE        ,KEAT
 WEST POINT (LS)  ,    
 WHATCOM (BLI)    ,KHUH
 WHIDBEY IS. NAS  ,KNUW
 YAGABOND AAF     ,K1YT
 YAKIMA           ,KYKM
 YAKIMA TRAINING  ,K1QW
 ANTIGO/LANGLADE  ,KAIG
 APPLETON/OUTAGAM ,KATW
 ASHLAND          ,KASX
 ASHWAUBENON      ,KGRB
 BARABOO          ,KC85
 BLACK RIVER FALL ,KBCK
 BLUE RIVER PROFI ,    
 BOSCOBEL         ,KOVS
 BURLINGTON       ,KBUU
 BURLINGTON       ,KC52
 CHETEK           ,KY23
 CLINTONVILLE     ,KCLI
 CUMBERLAND       ,KUBE
 DELLS/BARABOO    ,KDLL
 DEVILS ISLAND    ,    
 EAGLE RIVER      ,KEGV
 EAST TROY        ,K57C
 EAU CLAIRE       ,KEAU
 EPHRAIM          ,K3D2
 FOND DU LAC      ,KFLD
 HAYWARD          ,KHYR
 JANESVILLE/ROCK  ,KJVL
 JUNEAU           ,KUNU
 KENOSHA          ,KENW
 LA CROSSE/88D    ,KARX
 LA CROSSE        ,KLSE
 LADYSMITH/RUSK   ,KRCX
 LAND O LAKES     ,KLNL
 LA POINTE        ,K4R5
 LONE ROCK        ,KLNR
 MADISON          ,KMSN
 MANITOWAC MUNI   ,KMTW
 MANITOWISH WATER ,KD25
 MARSHFIELD       ,KMFI
 MAUSTON          ,K82C
 MEDFORD          ,KMDZ
 MENOMONIE MUNI   ,KLUM
 MENOMONIE MUNI   ,KW11
 MERRILL          ,KRRL
 MIDDLETON        ,KC29
 MILWAUKEE/DOUSMN ,KMKX
 MILWAUKEE        ,KMKE
 MILWAUKEE/LAWREN ,KMWC
 MILWAUKEE VOR    ,KBAE
 MINERAL POINT    ,KMRJ
 MINOCQUA/WOODRUF ,KARV
 MONROE           ,KEFT
 MOSINEE/CENTRAL  ,KCWA
 NEENAH           ,KEEW
 NEW RICHMOND MUN ,KRNH
 OCONTO           ,KOCQ
 OSCEOLA          ,KOEO
 OSHKOSH          ,KOSH
 PARK FALLS       ,KPKF
 PHILLIPS/PRICE   ,KPBH
 PLATTEVILLE      ,KPVB
 PRAIRIE DU CHIEN ,KPDC
 RACINE           ,KRAC
 REEDSBURG        ,KC35
 RHINELANDER      ,KRHI
 RICE LAKE        ,KRIE
 RICE LAKE        ,KRPD
 SHAWANO MUNI     ,K3WO
 SHAWANO MUNI     ,KEZS
 SHEBOYGAN        ,KSBM
 SIREN            ,KRZN
 SOLON SPRINGS    ,KOLG
 SPARTA/MCCOY AAF ,KCMY
 STEVENS POINT    ,KSTE
 STURGEON BAY     ,KSUE
 SUPERIOR         ,KSUW
 TOMAHAWK REGNL   ,KT08
 TOMAHAWK REGNL   ,KTKV
 VIROQUA MUNI     ,KY51
 VOLK/CAMP DOUGLA ,KVOK
 WASHINGTON ISLAN ,K2P2
 WATERTOWN        ,KRYV
 WAUKESHA CNTY    ,KUES
 WAUPACA          ,KPCZ
 WAUSAU           ,KAUW
 WAUTOMA          ,KY50
 WEST BEND        ,KETB
 WISCONSIN RAPIDS ,KISW
 BECKLEY          ,KBKW
 BLUEFIELD        ,KBLF
 BUCKHANNON       ,KW22
 CHARLESTON       ,KCRW
 CLARKSBURG       ,KCKB
 ELKINS           ,KEKN
 HENDERSON        ,KHNN
 HUNTINGTON       ,KHTS
 LEWISBURG/GREENB ,KLWB
 LOGAN CNTY       ,K6L4
 MARTINSBURG      ,KMRB
 MORGANTOWN       ,KMGW
 PARKERSBURG      ,KPKB
 PETERSBURG       ,KW99
 PINEVILLE        ,KI16
 PT PLEASANT      ,K3I2
 RUTHDALE/CHARLES ,KRLX
 SUTTON/BRAXTON   ,K48I
 WHEELING         ,KHLG
 WHITE SULPHUR SP ,KSSU
 20 MILE HILL     ,KTMH
 AFTON            ,KAFO
 ALPHA            ,K1AW
 ALPINE           ,K46U
 ARLINGTON        ,KARL
 BEAVER RIM       ,KBVR
 BELLE FOURCHE    ,KBFU
 BIG PINEY        ,KBPI
 BITTERCREEK      ,KBIT
 BORDEAUX         ,KBRX
 BOYSEN/THERMOPOL ,KTBX
 BOYSEN (VOR)     ,KBOY
 BUFFALO          ,KBYG
 CASPER           ,KCPR
 CASPER(VOR)      ,KDDY
 CEMETERY SEPARA  ,KCMS
 CHEYENNE         ,KCYS
 CHIEF JOSEPH     ,KCHJ
 CODY             ,KCOD
 CONTINENTAL DIV  ,KCTD
 COWLEY           ,KU68
 CRAZY WOMAN/VOR  ,KCZI
 DEAD HORSE       ,KDHS
 DEER CREEK       ,KDRC
 DIXON            ,KDWX
 DOUGLAS          ,K4DG
 DOUGLAS          ,KDGW
 DUBOIS MUNI      ,KDUB
 ELK MOUNTAIN     ,KEHY
 EVANSTON         ,KEVW
 FIRST DIVIDE     ,KFIR
 FORT BRIDGER     ,KFBR
 GILLETTE         ,KGCC
 GREYBULL         ,KGEY
 GUERNSEY         ,KGUR
 GUNBARREL        ,KGUN
 HILAND           ,KHLD
 HULETT MUNI      ,KW43
 I-25 DIVIDE      ,KIDV
 INYAN KARA       ,KIKA
 JACKSON          ,KJAC
 KEMMERER         ,KEMM
 LANDER           ,KLND
 LARAMIE          ,KLAR
 LAVA MOUNTAIN    ,KAJL
 LUSK             ,KLSK
 MAMMOTH/YELLOWST ,KMMM
 MEDICINE BOW PRO ,    
 MEETEETSE RIM    ,KMTR
 MOORCROFT        ,K81V
 NEWCASTLE MONDEL ,KECS
 PATHFINDER HILL  ,KPAT
 PINE BLUFFS MUNI ,K82V
 PINEDALE R WENZ  ,KPNA
 PINEY CREEK      ,KPIN
 POWELL           ,KPOY
 PUMPKIN VINE     ,KPUM
 RAWLINS MUNICIPA ,KRWL
 RIM / PINEDALE   ,KRIM
 RIVERTON         ,KRIW
 ROCK SPNGS(VOR)  ,KOCS
 ROCK SPRINGS     ,KRKS
 SAGE / JUNCTION  ,KSGE
 SARATOGA         ,KSAA
 SHERIDAN         ,KSHR
 SHUTE CREEK      ,KSHC
 SIBLEY PEAK      ,KSIB
 SKYLINE          ,KSKL
 SOUTH PASS       ,KFWZ
 TEN SLEEP        ,KJPD
 THERMOPOLIS      ,KHSG
 TORRINGTON       ,KTOR
 TOWER FALLS      ,KTOW
 VEDAUWOO         ,KVDW
 WARREN AIR BASE  ,KFEW
 WHEATLAND        ,KEAN
 WHITAKER         ,KWTR
 WORLAND          ,KWRL
 YELLOWSTONE LAKE ,KP60
 NWS HDQTRS       ,KWBC
 WASHINGTON/NATL  ,KDCA
 WASHINGTON/ARTCC ,KZDC
 ABEE AGDM        ,CXAF
 ANDREW AGDM      ,CXAG
 ATMORE AGDM      ,CXAJ
 BANFF (CWBA-old) ,    
 BANFF (MARS)     ,CWZG
 BARNWELL AGDM    ,CXBW
 BEAVERLODGE      ,CWBM
 BLOOD TRIBE AGDM ,CPBT
 BODO AGDM        ,CXBA
 BOW ISLAND AGDM  ,CPXL
 BOW ISLAND       ,CWXL
 BOW VALLEY       ,CWXA
 BROCKET AGDM     ,CXBR
 BROOKS (AUTOB)   ,CWBO
 CALGARY INTNL AR ,CYYC
 CALGARY/SPRINGBA ,CYBW
 CARDSTON (AUT)   ,CWFJ
 CHAMPION AGDM    ,CXCP
 CLARESHOLM (AUTO ,CWDK
 CLEARDALE AGDM   ,CXCD
 COLD LAKE (CAN   ,CYOD
 CONSORT AGDM     ,CXCS
 CORONATION(AUT)  ,CWCT
 CROWSNEST        ,CWRT
 DAPP AGDM        ,CXDP
 DEL BONITA AGDM  ,CXDB
 DRUMHELLER EAST  ,CWDZ
 EDMONTON INTL AR ,CXEG
 EDMONTON INTL AR ,CYEG
 EDMONTON MUNICIP ,CYXD
 EDMONTON MUNI    ,CXEC
 EDMONTON/NAMAO(M ,CYED
 EDMONTON/STONY P ,CWSE
 EDMONTON/STONY P ,CXPS
 EDMONTON/STONY P ,CZED
 EDMONTON/VILLENU ,CZVL
 EDSON AIRPORT    ,CYET
 EDSON            ,CZZJ
 ENCHANT AGDM     ,CPEH
 ESTHER 1         ,CWGY
 FAIRVIEW AGDM    ,CXFR
 FINCASTLE AGDM   ,CPFI
 FOREMOST AGDM    ,CXFM
 FORT CHIPEWYAN A ,CYPY
 FORT MCMURRAY AR ,CXMM
 FORT MCMURRAY AR ,CYMM
 FORT VERMILLION  ,CXFV
 GRANDE PRAIRIE A ,CYQU
 HIGH LEVEL AIRPO ,CYOJ
 HIGH PRAIRIE AGD ,CXHP
 HIGHVALE         ,CWHA
 HOLDEN AGDM      ,CXHD
 HUSSAR AGDM      ,CXHR
 IRON SPRINGS     ,CPIR
 JASPER WARDEN (A ,CWJW
 KILLAM AGDM      ,CXKM
 LAC LA BICHE (MA ,CWLB
 LETHBRIDGE DEMO  ,CPQL
 LETHBRIDGE VOR   ,CYQL
 LLOYDMINSTER ARP ,CYLL
 MANNING AGDM     ,CXMG
 MASINASIN AGDM   ,CXMN
 MEDICINE HAT     ,CXMH
 MEDICINE HAT     ,CYXH
 MILK RIVER       ,CWRY
 MORRIN AGDM      ,CXMO
 MUNDARE AGDM     ,CZMU
 NORDEGG CS       ,CXND
 OLDS AGDM        ,CXOL
 OLIVER AGDM      ,CZOL
 ONEFOUR (AUTOB)  ,CWOE
 OYEN AGDM        ,CXOY
 PEACE RIVER AIRP ,CYPE
 PEORIA AGDM      ,CXPA
 PINCHER CREEK(M  ,CZPC
 POLLOCKVILLE AGD ,CXPL
 PRAIRIE RIVER    ,CXPV
 PRENTISS         ,CZPS
 PRIMROSE LAKE 2  ,CWOU
 PRIMROSE LAKE    ,CWIQ
 RAYMOND AGDM     ,CPRY
 RED DEER AIRPORT ,CYQF
 RICH LAKE AGDM   ,CXRL
 ROCKY HOUSE (MAR ,CWRM
 ROSEMARY AGDM    ,CPRO
 SCHULER AGDM     ,CXSC
 SCHULER RADAR    ,CXBU
 SEVEN PERSONS    ,CPSV
 SLAVE LAKE AIRPO ,CYZH
 SMOKY LAKE AGDM  ,CXSL
 SPIRIT RIVER     ,CXSR
 STETTLER AGDM    ,CXAK
 ST PAUL AGDM     ,CXSP
 STRATHMORE AGDM  ,CPST
 SUFFIELD AIRPORT ,CYSD
 SUNDRE           ,CWAV
 THREE HILLS      ,CWHI
 TURTLE MTN CS    ,CWQA
 TWO HILLS AGDM   ,CXTH
 VALLEYVIEW AGDM  ,CXVW
 VEGREVILLE (AUTO ,CWVI
 VERMILION AGDM   ,CXVM
 WATERTON PARK GA ,CWGM
 WHITECOURT AIRPO ,CXZU
 WHITECOURT AIRPO ,CYZU
 WRENTHAN AGDM    ,CXWM
 YOHO PARK (AUTOB ,CWYL
 ABBOTSFORD AIRPO ,CYXX
 ADDENBROKE ISL ( ,CWCZ
 AGASSIZ (AUTO)   ,CWZA
 ALERT BAY (CWAQ) ,    
 AMPHITRITE POINT ,CWAN
 BALLENAS IL AUTO ,CWGB
 BELLA BELLA      ,CBBC
 BELLA COOLA ARPT ,CYBD
 BIG CREEK(AUTO)  ,CWBG
 BLEIBLER RANCH   ,CYIN
 BLUE RIVER (MAN) ,CYCP
 BLUE RIVER (MARS ,CWSV
 BOAT BLUFF (LGT  ,CWZM
 BONILLA ISLAND ( ,CWVB
 BONILLA ISL (MAP ,CWWL
 BURNS LAKE       ,CWPZ
 CAMPBELL RIVER A ,CYBL
 CAPE MUDGE (LGT  ,CWAD
 CAPE SCOTT (LGT  ,CWES
 CAPE ST JAMES    ,CWZV
 CASTLEGAR AIRPOR ,CYCG
 CATHEDRAL PT(MAP ,CWME
 CHATHAM POINT (L ,CWFM
 CHETWYND AIRPORT ,CYCQ
 CLINTON (MARS)   ,CWCL
 COMOX (CAN MIL)  ,CYQQ
 CRANBROOK        ,CYXC
 CRESTON (AUTOB)  ,CWJR
 CUMSHEWA ISL (MA ,CWZL
 DAWSON CREEK ARP ,CYDQ
 DEASE LAKE CS    ,CWKX
 DEASE LAKE       ,CWDL
 DEASE LAKE       ,CYDL
 DISCOVERY ISLAND ,CWDR
 DRYAD POINT (LGT ,CWAU
 EGG ISLAND       ,CWEM
 ENTRANCE IL AUTO ,CWEL
 ESQUIMALT METOC  ,CWPF
 ESTEVAN PT. (MAR ,CWEB
 FANNY ISLAND     ,CXFA
 FORT NELSON AIRP ,CYYE
 FORT ST. JOHN AR ,CYXJ
 GOLDEN ARPT      ,CYGE
 GREEN ISLAND (MT ,CWNJ
 GREY ISLET (MAPS ,CWEK
 HELMCKEN ISL(MAP ,CWXM
 HERBERT ISL (MAP ,CWLP
 HOLBERG CCR      ,CWXH
 HOLLAND ROCK(AUT ,CWHL
 HOPE AIRPORT (MA ,CYHE
 HOPE SLIDE       ,CWKV
 HORSEFLY RIVER   ,CWFR
 HOSKINS ISLET    ,CWZK
 INGENIKA PT CWWU ,    
 ISKUT RIVER(AUTO ,CWIO
 IVORY ISLAND     ,CWJG
 KAMLOOPS AIRPORT ,CYKA
 KAMLOOPS         ,CZKA
 KELOWNA APT      ,CYLW
 KELP REEFS       ,CWZO
 KINDAKUN ROCKS(A ,CWQS
 LANGARA          ,CWJU
 LANGARA          ,CWLA
 LUCY ISL (LGT H) ,CWLC
 LYTTON (READAC)  ,CWLY
 MACKENZIE AIRPOR ,CYZY
 MALAHAT (AUTOB)  ,CWKH
 MASSET           ,CZMT
 MCINNES ISLAND   ,CWMS
 MERRY ISLAND     ,CWMR
 MT SICKER RADAR  ,CXSI
 MUNCHO LAKE      ,CWWQ
 NAKUSP (AUTOB)   ,CWNP
 NANAIMO AIRPORT  ,CYCD
 NECHAKO RIVER AU ,CWNX
 NELSON (AUTOB)   ,CWNM
 NITINAT LAKE (MA ,CWAC
 NOOTKA LIGHTSTAT ,CWCV
 OSOYOOS (AUTOB)  ,CWYY
 PEMBERTON (AUTOB ,CWGP
 PEMBERTON (AUTOB ,CYPS
 PENTICTON AIRPOR ,CYYF
 PINE ISLAND (MAP ,CWPI
 P. MEADOWS CS AU ,CWMM
 PORT ALBERNI (MA ,CWQC
 PORT HARDY AIRPO ,CYZT
 POWELL RIVER ARP ,CYPW
 PRINCE GEORGE    ,CXPG
 PRINCE GEORGE    ,CYXS
 PRINCE RUPERT AR ,CYPR
 PRINCETON        ,CWPR
 PRINCETON        ,CYDC
 PUNTZI MTN (MARS ,CWPU
 QUATSINO (LGT ST ,CWIF
 QUESNEL AIRPORT  ,CYQZ
 RACE ROCKS AUTOB ,CWQK
 REVELSTOKE AIRPO ,CYRV
 ROSE SPIT (MAPS) ,CWRO
 SALMON ARM AUTOB ,CWSL
 SAND HEADS (LS)  ,CWVF
 SANDSPIT AIRPORT ,CYZP
 SARTINE ISL (MAP ,CWFG
 SATURNA ISL (MAP ,CWEZ
 SCUDDER POINT    ,CWZD
 SHERINGHAM AUTOB ,CWSP
 SIKANNI CHIEF AU ,CWKS
 SILVER STAR RADR ,CXSS
 SISTERS IL AUTOB ,CWGT
 SMITHERS AIRPORT ,CYYD
 SOLANDER ISL (MA ,CWRU
 SPARWOOD (AUTOB) ,CWGW
 SPARWOOD/ELK VAL ,CWSW
 SQUAMISH (AUTOB) ,CWSK
 SQUAMISH (AUTOB) ,CYSE
 STEWART AIRPORT  ,CZST
 SUMMERLAND (AUTO ,CWUS
 TATLAYOKO LAKE   ,CXTL
 TERRACE AIRPORT  ,CYXT
 TETSA RIVER      ,CWTH
 TOFINO AIRPORT   ,CYAZ
 TRIPLE ISLAND (L ,CWTI
 VANCOUVER (AUTOB ,CWHC
 VANCOUVER INTL A ,CYVR
 VERNON (AUTOB)   ,CWJV
 VERNON BRIDGE    ,CWVK
 VIC. HARTLAND AU ,CWVV
 VICTORIA (AUTOB) ,CWLM
 VICTORIA HARBOUR ,CYWH
 VICTORIA INTL AR ,CYYJ
 VICTORIA UNIV    ,CWYJ
 WHISTLER         ,CWAE
 WHITE ROCK AUTOB ,CWWK
 WILLIAMS LAKE AR ,CYWL
 W VANCOUVER AUTO ,CWWA
 ARNES            ,CWRE
 BERENS RIVER APT ,CWCF
 BERENS RIVER APT ,CYBV
 BRANDON AIRPORT  ,CYBR
 CARMAN U OF M    ,CWNK
 CHURCHILL AIRPOR ,CYYQ
 DAUPHIN AIRPORT  ,CYDN
 DEERWOOD RCS     ,CXDW
 DELTA MARSH CS   ,CZUG
 EMERSON          ,CWEX
 FISHER BRANCH(MA ,CWSZ
 FLIN FLON AIRPOR ,CYFO
 FOXWARREN RADAR  ,CXFW
 GEORGE ISL (MAPS ,CWWS
 GILLAM AIRPORT   ,CWGX
 GILLAM AIRPORT   ,CYGX
 GIMLI            ,CYGM
 GIMLI HARBOUR    ,CXGH
 GRAND RAPIDS (MA ,CWJD
 GRETNA (MARS)    ,CWGN
 HUNTERS POINT MA ,CWHH
 ISLAND LAKE AIRP ,CYIV
 KELSEY DAM CS    ,CZKD
 LYNN LAKE AIRPOR ,CYYL
 MELITA           ,CWEI
 MORDEN           ,CXMD
 NORWAY HOUSE ARP ,CYNE
 PILOT MOUND (MAR ,CWPO
 PORTAGE SOUTHPOR ,CYPG
 SHILO            ,CWLO
 SWAN RIVER (MARS ,CWEQ
 TADOULE LAKE CS  ,CXBQ
 TADOULE LAKE     ,CYBQ
 THE PAS AIRPORT  ,CYQD
 THOMPSON AIRPORT ,CYTH
 VICTORIA BEACH   ,CWII
 VIVIAN RADAR     ,CWVJ
 WINNIPEG         ,CXWI
 WINNIPEG FORKS   ,CXWN
 WINNIPEG INTL AR ,CYWG
 BATHURST ARPT(AW ,CZBF
 CHARLO           ,    
 CHARLO AIRPORT   ,CYCL
 CHARLO AIRPORT   ,CZCR
 CHATHAM          ,CYCH
 CHIPMAN RADAR    ,CXNC
 EDMUNSTON        ,CERM
 FREDERICTON AIRP ,CYFC
 GAGETOWN  (CAN M ,CYCX
 GRAND MANAN      ,CXGM
 MECHANIC SETTLE  ,CWMK
 MIRAMICHI (AU8)  ,CWCQ
 MIRAMICHI        ,CACQ
 MISCOU ISL (MARS ,CWMI
 MONCTON AIRPORT  ,CYQM
 POINT LEPREAU    ,CWPE
 PT. ESCUMINAC(MA ,CWPJ
 SAINT JOHN       ,CYSJ
 SAINT LEONARD AR ,CYSL
 ST LEONARD AUTOB ,CWIY
 ST. STEPHEN (MAR ,CWSS
 ARGENTIA (MARS)  ,CWAR
 BADGER (MARS)    ,CWDI
 BONAVISTA        ,CWVA
 BURGEO           ,CWBF
 CAPE KAKKIVIAK   ,CWKW
 CAPE KIGLAPAIT   ,CWYK
 CAPE RACE (MARS) ,CWRA
 CARTWRIGHT       ,CWCA
 CARTWRIGHT       ,CYCA
 CHURCHILL FALLS  ,CZUM
 DANIEL'S HARBOUR ,CWDH
 DEER LAKE AIRPOR ,CYDF
 ENGLEE (MAPS)    ,CWDA
 FEROLLE PT. (MAP ,CWXI
 GANDER INTL AIRP ,CYQX
 GOOSE BAY AIRPOR ,CYYR
 GRATES COVE      ,CWVW
 HOLYROOD RADAR   ,CWTP
 HOPEDALE (MAPS)  ,CWHO
 LA SCIE          ,CWAG
 LONG POND        ,CWWU
 MAKKOVIK AIRPORT ,CYFT
 MARBLE MTN RADAR ,CXME
 MARY'S HARBOUR   ,CYMH
 NAIN AIRPORT     ,CYDP
 PORT AUX BASQUES ,CWZB
 ROCKY HARBOUR    ,CXRH
 SAGLEK (BAY)     ,    
 SAGLEK (BAY)     ,CWZZ
 SAGONA ISL (MAPS ,CWZN
 SAINT ANTHONY AR ,CYAY
 SAINT ANTHONY    ,CWAX
 SAINT ANTHONY    ,CWDW
 STEPHENVILLE ARP ,CYJT
 ST JOHNS ARP     ,CYYT
 ST JOHNS WEST    ,CXSW
 ST PIERRE-FRANCE ,LFVP
 TERRA NOVA       ,CXTP
 TUKIALIK BAY     ,CWTU
 TWILLINGATE (MAP ,CWDO
 WABUSH LAKE AIRP ,CYWK
 WRECKHOUSE       ,CXWR
 AMHERST (MARS)   ,CWAH
 BEAVER ISLAND(MA ,CWBV
 BRIER ISLAND(AUT ,CWVU
 CAPE GEORGE (AUT ,CWGU
 CARIBOU POINT(MA ,CWBK
 CHETICAMP        ,CXCH
 DEBERT           ,CZDB
 DIGBY ARPT (AWRS ,CYID
 FOURCHU HEAD(MAP ,CWRW
 GRAND ETANG (AUT ,CWZQ
 GREENWOOD (CAN M ,CYZX
 HALIFAX INTL ARP ,CYHZ
 HART ISLAND (MAP ,CWRN
 INGONISH BEACH   ,CXIB
 KEJIMKUJIK (AU8) ,CWKG
 KENTVILLE (AUTOB ,CXKT
 LUNENBURG        ,CXLB
 MALAY FALLS      ,CXMY
 MARION BRIDGE    ,CXMB
 MCNABS ISLAND    ,CXMI
 NAPPAN (AUTO)    ,CXNP
 NORTH MOUNTAIN   ,CXNM
